HospType,ED,Trauma,NSG,FAC_NAME,state,city,PRVDR_NUM,street,zipcode,query,lon,lat,type,loctype,address,north,south,east,west
Short term,TRUE,FALSE,FALSE,U M W OF A UNION HOSPITAL,IL,WEST FRANKFORT,140215,507 W ST LOUIS ST,62896,"U M W OF A UNION HOSPITAL near WEST FRANKFORT, IL 62896",-88.93453970000002,37.9000072,establishment,rooftop,"502 w st louis st #4, west frankfort, il 62896, usa",37.9013561802915,37.8986582197085,-88.93319071970852,-88.93588868029153
Short term,TRUE,TRUE,FALSE,ILLINOIS VETERANS HOME,IL,QUINCY,140273,1707 N TWELTH STREET,62301,"ILLINOIS VETERANS HOME near QUINCY, IL 62301",-91.4018586,39.9540277,establishment,rooftop,"1707 n 12th st, quincy, il 62301, usa",39.9553766802915,39.9526787197085,-91.40050961970849,-91.4032075802915
Short term,TRUE,TRUE,TRUE,GENESIS HEALTH SYSTEM,IL,SILVIS,140275,801 ILLINI DRIVE,61282,"GENESIS HEALTH SYSTEM near SILVIS, IL 61282",-90.4159305,41.4941412,doctor,rooftop,"1504 10th st, silvis, il 61282, usa",41.4954901802915,41.49279221970851,-90.41458151970849,-90.41727948029151
Long term,TRUE,FALSE,FALSE,MARIANJOY REHABILITATION HOSPITAL,IL,WHEATON,142004,26 WEST 171 ROOSEVELT ROAD,60189,"MARIANJOY REHABILITATION HOSPITAL near WHEATON, IL 60189",-88.1378873,41.8535068,establishment,rooftop,"26w171 roosevelt rd, wheaton, il 60187, usa",41.85485578029149,41.85215781970849,-88.13653831970849,-88.1392362802915
Short term,TRUE,FALSE,TRUE,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,MISHAWAKA,150012,5215 HOLY CROSS PKWY,46545,"SAINT JOSEPH REGIONAL MEDICAL CENTER near MISHAWAKA, IN 46545",-86.1742222,41.7067895,establishment,rooftop,"5215 holy cross pkwy, mishawaka, in 46545, usa",41.7081384802915,41.7054405197085,-86.1728732197085,-86.17557118029151
Short term,TRUE,FALSE,FALSE,NORTHWEST FAMILY HOSPITAL,IN,GARY,150138,501 FAMILY PLAZA,46402,"NORTHWEST FAMILY HOSPITAL near GARY, IN 46402",-87.35861,41.5988236,airport,geometric_center,"northwest family hospital heliport, grant st, gary, in 46402, usa",41.6001725802915,41.5974746197085,-87.35726101970849,-87.35995898029151
Short term,TRUE,FALSE,FALSE,MONROE HOSPITAL,IN,BLOOMINGTON,150164,4011 S MONROE MEDICAL PARK BLVD,47403,"MONROE HOSPITAL near BLOOMINGTON, IN 47403",-86.5719324,39.1207087,establishment,rooftop,"4011 s monroe medical park blvd, bloomington, in 47403, usa",39.1220576802915,39.11935971970851,-86.57058341970848,-86.5732813802915
Short term,TRUE,FALSE,FALSE,MONROE HOSPITAL,IN,BLOOMINGTON,150183,4011 S MONROE MEDICAL PARK BLVD,47403,"MONROE HOSPITAL near BLOOMINGTON, IN 47403",-86.5719324,39.1207087,establishment,rooftop,"4011 s monroe medical park blvd, bloomington, in 47403, usa",39.1220576802915,39.11935971970851,-86.57058341970848,-86.5732813802915
Short term,TRUE,FALSE,FALSE,MADISON COUNTY MEMORIAL HOSPITAL,IA,WINTERSET,160052,300 HUTCHINGS,50273,"MADISON COUNTY MEMORIAL HOSPITAL near WINTERSET, IA 50273",-94.01703030000002,41.3283224,establishment,rooftop,"300 w hutchings st, winterset, ia 50273, usa",41.32967138029149,41.32697341970849,-94.01568131970852,-94.01837928029153
Short term,TRUE,FALSE,FALSE,AKRON CITY HOSPITAL,IA,AKRON,160136,BOX 847,51001,"AKRON CITY HOSPITAL near AKRON, IA 51001",-96.5592241,42.8288588,establishment,rooftop,"215 reed st, akron, ia 51001, usa",42.8302077802915,42.8275098197085,-96.55787511970848,-96.5605730802915
Short term,TRUE,FALSE,FALSE,KOSSUTH REGIONAL HEALTH CENTER,IA,ALGONA,160143,1515 PHILLIPS,50511,"KOSSUTH REGIONAL HEALTH CENTER near ALGONA, IA 50511",-94.2271267,43.0551792,establishment,rooftop,"1515 s phillips st, algona, ia 50511, usa",43.05652818029149,43.0538302197085,-94.22577771970849,-94.22847568029151
Critical Access,TRUE,FALSE,FALSE,MANNING REGIONAL HEALTHCARE CENTER,IA,MANNING,161332,1550 SIXTH STREET,51455,"MANNING REGIONAL HEALTHCARE CENTER near MANNING, IA 51455",-95.0754359,41.9045113,establishment,rooftop,"1550 6th st, manning, ia 51455, usa",41.90586028029149,41.9031623197085,-95.07408691970849,-95.0767848802915
Short term,TRUE,FALSE,FALSE,COMANCHE COUNTY HOSPITAL,KS,COLDWATER,170036,2ND & FRISCO STS,67029,"COMANCHE COUNTY HOSPITAL near COLDWATER, KS 67029",-99.3326395,37.2683901,establishment,rooftop,"202 s frisco ave, coldwater, ks 67029, usa",37.26973908029149,37.26704111970849,-99.33129051970849,-99.3339884802915
Short term,TRUE,FALSE,FALSE,KINGMAN COMMUNITY HOSPITAL,KS,KINGMAN,170052,750 WEST AVENUE D,67068,"KINGMAN COMMUNITY HOSPITAL near KINGMAN, KS 67068",-98.1232742,37.6473465,establishment,rooftop,"750 w d ave, kingman, ks 67068, usa",37.64869548029149,37.64599751970849,-98.12192521970849,-98.1246231802915
Critical Access,TRUE,TRUE,FALSE,COMANCHE COUNTY HOSPITAL,KS,COLDWATER,171312,2ND & FRISCO STREET,67029,"COMANCHE COUNTY HOSPITAL near COLDWATER, KS 67029",-99.3326395,37.2683901,establishment,rooftop,"202 s frisco ave, coldwater, ks 67029, usa",37.26973908029149,37.26704111970849,-99.33129051970849,-99.3339884802915
Critical Access,TRUE,TRUE,FALSE,SABETHA COMMUNITY HOSPITAL,KS,SABETHA,171338,14TH & OREGON,66534,"SABETHA COMMUNITY HOSPITAL near SABETHA, KS 66534",-95.80807800000001,39.8989099,establishment,geometric_center,"oregon st & s 14th st, sabetha, ks 66534, usa",39.9002588802915,39.8975609197085,-95.80672901970851,-95.80942698029152
Critical Access,TRUE,FALSE,FALSE,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,KS,WA KEENEY,171355,320 THIRTEENTH ST,67672,"TREGO COUNTY LEMKE MEMORIAL HOSPITAL near WA KEENEY, KS 67672",-99.8711166,39.0276041,establishment,rooftop,"320 n 13th st, wakeeney, ks 67672, usa",39.02895308029149,39.0262551197085,-99.86976761970848,-99.8724655802915
Critical Access,TRUE,FALSE,FALSE,KINGMAN COMMUNITY HOSPITAL,KS,KINGMAN,171378,750 W AVE D,67068,"KINGMAN COMMUNITY HOSPITAL near KINGMAN, KS 67068",-98.1232742,37.6473465,establishment,rooftop,"750 w d ave, kingman, ks 67068, usa",37.64869548029149,37.64599751970849,-98.12192521970849,-98.1246231802915
Short term,TRUE,FALSE,FALSE,HIGHLANDS REGIONAL MEDICAL CENTER,KY,PRESTONSBURG,180005,5000 KENTUCKY ROUTE 321,41653,"HIGHLANDS REGIONAL MEDICAL CENTER near PRESTONSBURG, KY 41653",-82.7677866,37.7289594,establishment,rooftop,"5000 ky-321, prestonsburg, ky 41653, usa",37.7303083802915,37.7276104197085,-82.76643761970848,-82.76913558029149
Short term,TRUE,FALSE,FALSE,SAINT JOSEPH LONDON,KY,LONDON,180011,1001 SAINT JOSEPH LANE,40741,"SAINT JOSEPH LONDON near LONDON, KY 40741",-84.11970269999999,37.1520282,doctor,rooftop,"160 london mountain view dr, london, ky 40741, usa",37.1533771802915,37.1506792197085,-84.11835371970848,-84.12105168029149
Short term,TRUE,TRUE,FALSE,MEADOWVIEW REGIONAL MEDICAL CENTER,KY,MAYSVILLE,180019,989 MEDICAL PARK DRIVE,41056,"MEADOWVIEW REGIONAL MEDICAL CENTER near MAYSVILLE, KY 41056",-83.808371,38.640455,establishment,rooftop,"989 medical park dr, maysville, ky 41056, usa",38.64180398029149,38.63910601970849,-83.8070220197085,-83.8097199802915
Short term,TRUE,FALSE,FALSE,MCDOWELL APPALACHIAN REGIONAL HEALTHCARE,KY,MC DOWELL,180028,PO BOX 247 RT 122,41647,"MCDOWELL APPALACHIAN REGIONAL HEALTHCARE near MC DOWELL, KY 41647",-82.74716099999999,37.4567516,establishment,rooftop,"9879 ky-122, mcdowell, ky 41647, usa",37.45810058029149,37.45540261970849,-82.74581201970848,-82.74850998029149
Short term,TRUE,TRUE,TRUE,HAZARD ARH REGIONAL MEDICAL CENTER,KY,HAZARD,180029,100 MEDICAL CENTER DRIVE,41701,"HAZARD ARH REGIONAL MEDICAL CENTER near HAZARD, KY 41701",-83.2278453,37.2775706,establishment,rooftop,"100 medical center dr, hazard, ky 41701, usa",37.2789195802915,37.2762216197085,-83.22649631970849,-83.22919428029151
Short term,TRUE,FALSE,FALSE,PIKEVILLE MEDICAL CENTER,KY,PIKEVILLE,180044,911 BYPASS ROAD,41501,"PIKEVILLE MEDICAL CENTER near PIKEVILLE, KY 41501",-82.5229031,37.4723833,establishment,rooftop,"911 s bypass rd, pikeville, ky 41501, usa",37.4737322802915,37.4710343197085,-82.52155411970848,-82.5242520802915
Short term,TRUE,FALSE,FALSE,FLEMING COUNTY HOSPITAL,KY,FLEMINGSBURG,180053,55 FOUNDATION DRIVE,41041,"FLEMING COUNTY HOSPITAL near FLEMINGSBURG, KY 41041",-83.7520783,38.4218509,establishment,rooftop,"55 foundation dr, flemingsburg, ky 41041, usa",38.42319988029149,38.4205019197085,-83.7507293197085,-83.7534272802915
Short term,TRUE,FALSE,FALSE,SAINT JOSEPH MOUNT STERLING,KY,MOUNT STERLING,180064,225 FALCON DRIVE,40353,"SAINT JOSEPH MOUNT STERLING near MOUNT STERLING, KY 40353",-83.9452682,38.0771193,establishment,rooftop,"225 falcon dr, mt sterling, ky 40353, usa",38.0784682802915,38.0757703197085,-83.9439192197085,-83.94661718029151
Short term,TRUE,FALSE,FALSE,LOGAN MEMORIAL HOSPITAL,KY,RUSSELLVILLE,180066,1625 NASHVILLE STREET,42276,"LOGAN MEMORIAL HOSPITAL near RUSSELLVILLE, KY 42276",-86.8812404,36.8157603,establishment,rooftop,"1625 nashville st, russellville, ky 42276, usa",36.8171092802915,36.8144113197085,-86.8798914197085,-86.8825893802915
Short term,TRUE,FALSE,FALSE,LIVINGSTON HOSP AND HEALTHCARE SER INC,KY,SALEM,180121,131 HOSPITAL DR,42078,"LIVINGSTON HOSP AND HEALTHCARE SER INC near SALEM, KY 42078",-88.22835669999999,37.2630948,establishment,rooftop,"131 hospital dr, salem, ky 42078, usa",37.2644437802915,37.2617458197085,-88.22700771970848,-88.2297056802915
Short term,TRUE,FALSE,FALSE,THREE RIVERS MEDICAL CENTER,KY,LOUISA,180128,2485 HIGHWAY 644,41230,"THREE RIVERS MEDICAL CENTER near LOUISA, KY 41230",-82.60486399999999,38.0923103,establishment,rooftop,"2485 ky-644, louisa, ky 41230, usa",38.0936592802915,38.09096131970851,-82.6035150197085,-82.6062129802915
Critical Access,TRUE,FALSE,FALSE,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,KY,STANFORD,181315,110 METKER TRAIL,40484,"EPHRAIM MCDOWELL FORT LOGAN HOSPITAL near STANFORD, KY 40484",-84.6531148,37.5426531,establishment,rooftop,"110 metker trail, stanford, ky 40484, usa",37.5440020802915,37.5413041197085,-84.65176581970849,-84.6544637802915
Critical Access,TRUE,TRUE,FALSE,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC",KY,SALEM,181320,131 HOSPITAL DRIVE,42078,"LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC near SALEM, KY 42078",-88.22835669999999,37.2630948,establishment,rooftop,"131 hospital dr, salem, ky 42078, usa",37.2644437802915,37.2617458197085,-88.22700771970848,-88.2297056802915
Critical Access,TRUE,FALSE,FALSE,CALDWELL MEDICAL CENTER,KY,PRINCETON,181322,100 MEDICAL CENTER DRIVE,42445,"CALDWELL MEDICAL CENTER near PRINCETON, KY 42445",-87.90957209999999,37.113691,doctor,rooftop,"100 medical center dr, princeton, ky 42445, usa",37.11503998029149,37.1123420197085,-87.90822311970848,-87.91092108029149
Critical Access,TRUE,FALSE,FALSE,MCDOWELL ARH HOSPITAL,KY,MC DOWELL,181331,9879 KENTUCKY ROUTE 122,41647,"MCDOWELL ARH HOSPITAL near MC DOWELL, KY 41647",-82.74716099999999,37.4567516,establishment,rooftop,"9879 ky-122, mcdowell, ky 41647, usa",37.45810058029149,37.45540261970849,-82.74581201970848,-82.74850998029149
Short term,TRUE,FALSE,FALSE,CHRISTUS COUSHATTA HEALTH CARE,LA,COUSHATTA,190134,309 MARVELLE STREET,71019,"CHRISTUS COUSHATTA HEALTH CARE near COUSHATTA, LA 71019",-93.34382629999999,32.02062,establishment,rooftop,"1635 marvel st, coushatta, la 71019, usa",32.0219689802915,32.0192710197085,-93.34247731970848,-93.3451752802915
Short term,TRUE,FALSE,FALSE,RIVER NORTH TREATMENT CENTER,LA,PINEVILLE,190179,5505 HWY 71 NORTH,71477,"RIVER NORTH TREATMENT CENTER near PINEVILLE, LA 71477",-92.43682849999999,31.3890876,postal_code,approximate,"tioga, la 71477, usa",31.3986121,31.3795621,-92.4208211,-92.4528359
Long term,TRUE,FALSE,FALSE,ST LANDRY EXTENDED CARE HOSPITAL,LA,OPELOUSAS,192034,"539 E. PRUDHOMME STREET, 6TH FLOOR",70570,"ST LANDRY EXTENDED CARE HOSPITAL near OPELOUSAS, LA 70570",-92.0752527,30.5447326,establishment,rooftop,"539 prudhomme st 6th floor, opelousas, la 70570, usa",30.5460815802915,30.5433836197085,-92.0739037197085,-92.0766016802915
Short term,TRUE,FALSE,FALSE,AROOSTOOK MEDICAL CENTER,ME,PRESQUE ISLE,200018,PO BOX 151,4769,"AROOSTOOK MEDICAL CENTER near PRESQUE ISLE, ME 4769",-67.99858669999999,46.6750874,doctor,rooftop,"140 academy st, presque isle, me 04769, usa",46.67643638029149,46.6737384197085,-67.99723771970848,-67.99993568029149
Short term,TRUE,TRUE,TRUE,EASTERN MAINE MEDICAL CENTER,ME,BANGOR,200033,PO BOX 404,4401,"EASTERN MAINE MEDICAL CENTER near BANGOR, ME 4401",-68.75173710000001,44.8080922,establishment,rooftop,"489 state st, bangor, me 04401, usa",44.80944118029151,44.80674321970851,-68.75038811970852,-68.75308608029152
Short term,TRUE,FALSE,FALSE,MAYO REGIONAL HOSPITAL,ME,DOVER FOXCROFT,200066,897 WEST MAIN ST,4426,"MAYO REGIONAL HOSPITAL near DOVER FOXCROFT, ME 4426",-69.2378932,45.187684,doctor,rooftop,"897 w main st, dover-foxcroft, me 04426, usa",45.18903298029149,45.1863350197085,-69.23654421970849,-69.23924218029151
Critical Access,TRUE,FALSE,FALSE,MAYO REGIONAL HOSPITAL,ME,DOVER FOXCROFT,201309,897 WEST MAIN STREET,4426,"MAYO REGIONAL HOSPITAL near DOVER FOXCROFT, ME 4426",-69.2378932,45.187684,doctor,rooftop,"897 w main st, dover-foxcroft, me 04426, usa",45.18903298029149,45.1863350197085,-69.23654421970849,-69.23924218029151
Critical Access,TRUE,FALSE,FALSE,WALDO COUNTY GENERAL HOSPITAL,ME,BELFAST,201312,PO BOX 287,4915,"WALDO COUNTY GENERAL HOSPITAL near BELFAST, ME 4915",-68.9939594,44.4128385,establishment,rooftop,"118 northport ave, belfast, me 04915, usa",44.4141874802915,44.4114895197085,-68.99261041970848,-68.9953083802915
Short term,TRUE,FALSE,FALSE,FALMOUTH HOSPITAL,MA,FALMOUTH,220135,67 & 100 TER HEUN DRIVE,2540,"FALMOUTH HOSPITAL near FALMOUTH, MA 2540",-70.6223394,41.564142,establishment,rooftop,"100 ter heun dr, falmouth, ma 02540, usa",41.56549098029149,41.56279301970849,-70.62099041970849,-70.62368838029151
Short term,TRUE,TRUE,TRUE,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",MA,BURLINGTON,220171,41 & 45 MALL ROAD,1803,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON near BURLINGTON, MA 1803",-71.2042155,42.4842945,establishment,rooftop,"41 burlington mall road, burlington, ma 01805, usa",42.4856434802915,42.4829455197085,-71.2028665197085,-71.2055644802915
Short term,TRUE,FALSE,FALSE,RUSSELL MEMORIAL HOSPITAL,MI,ONAWAY,230163,201 N PINE STREET,49765,"RUSSELL MEMORIAL HOSPITAL near ONAWAY, MI 49765",-84.24176779999999,45.3543472,establishment,rooftop,"21258 m 68 hwy, onaway, mi 49765, usa",45.3556961802915,45.3529982197085,-84.24041881970848,-84.24311678029149
Short term,TRUE,FALSE,FALSE,TRI COUNTY COMMUNITY HOSPITAL,MI,EDMORE,230179,1131 E HOWARD CITY,48829,"TRI COUNTY COMMUNITY HOSPITAL near EDMORE, MI 48829",-85.0386317,43.4080869,locality,approximate,"edmore, mi 48829, usa",43.415341,43.397121,-85.0243029,-85.05406
Short term,TRUE,FALSE,FALSE,COMMUNITY HOSPITAL FOUNDATION,MI,ALMONT,230225,80650 N VAN DYKE,48003,"COMMUNITY HOSPITAL FOUNDATION near ALMONT, MI 48003",-83.0427979,42.9207013,establishment,rooftop,"231 e st clair st, almont, mi 48003, usa",42.9220502802915,42.9193523197085,-83.04144891970849,-83.0441468802915
Short term,TRUE,TRUE,FALSE,SELECT SPECIALTY HOSPITAL-PONTIAC,MI,PONTIAC,230290,"4405 WOODWARD AVENUE, 8TH FLOOR",48341,"SELECT SPECIALTY HOSPITAL-PONTIAC near PONTIAC, MI 48341",-83.2760239,42.6142543,establishment,rooftop,"44405 woodward ave 8th floor, pontiac, mi 48341, usa",42.6156032802915,42.6129053197085,-83.2746749197085,-83.27737288029151
Critical Access,TRUE,FALSE,FALSE,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,MI,CHARLEVOIX,231322,14700 LAKESHORE DRIVE,49720,"MUNSON HEALTHCARE CHARLEVOIX HOSPITAL near CHARLEVOIX, MI 49720",-85.27485089999999,45.3144978,doctor,rooftop,"14700 lake shore dr, charlevoix, mi 49720, usa",45.31584678029149,45.31314881970849,-85.27350191970848,-85.27619988029149
Short term,TRUE,TRUE,FALSE,NORTH MEMORIAL MEDICAL CENTER,MN,ROBBINSDALE,240001,3300 OAKDALE NORTH,55422,"NORTH MEMORIAL MEDICAL CENTER near ROBBINSDALE, MN 55422",-93.32214499999999,45.013878,establishment,rooftop,"3300 oakdale ave n, robbinsdale, mn 55422, usa",45.01522698029149,45.0125290197085,-93.32079601970848,-93.3234939802915
Short term,TRUE,FALSE,FALSE,ST ANSGAR HOSPITAL,MN,MOORHEAD,240026,715 N 11TH ST,56560,"ST ANSGAR HOSPITAL near MOORHEAD, MN 56560",-96.71756250000001,46.8500552,establishment,rooftop,"4000 28th ave s, moorhead, mn 56560, usa",46.8514041802915,46.8487062197085,-96.71621351970852,-96.71891148029152
Short term,TRUE,FALSE,FALSE,ST MICHAEL'S HOSPITAL,MN,SAUK CENTRE,240031,425 NORTH ELM STREET,56378,"ST MICHAEL'S HOSPITAL near SAUK CENTRE, MN 56378",-94.9559725,45.7458319,establishment,rooftop,"425 elm st n, sauk centre, mn 56378, usa",45.7471808802915,45.7444829197085,-94.95462351970849,-94.95732148029151
Short term,TRUE,FALSE,FALSE,LAKEVIEW MEMORIAL HOSPITAL,MN,STILLWATER,240066,927 WEST CHURCHILL STREET,55082,"LAKEVIEW MEMORIAL HOSPITAL near STILLWATER, MN 55082",-92.80884429999999,45.056004,establishment,geometric_center,"stillwater, mn 55082, usa",45.0573529802915,45.05465501970851,-92.8074953197085,-92.8101932802915
Short term,TRUE,FALSE,FALSE,JACKSON MUNICIPAL HOSPITAL,MN,JACKSON,240102,1430 NORTH HIGHWAY,56143,"JACKSON MUNICIPAL HOSPITAL near JACKSON, MN 56143",-95.0043211,43.6243188,establishment,rooftop,"1430 n hwy, jackson, mn 56143, usa",43.6256677802915,43.6229698197085,-95.0029721197085,-95.00567008029151
Short term,TRUE,FALSE,FALSE,COOK COUNTY NORTH SHORE HOSPITAL,MN,GRAND MARAIS,240119,PO BOX 10,55604,"COOK COUNTY NORTH SHORE HOSPITAL near GRAND MARAIS, MN 55604",-90.3414526,47.7563918,establishment,rooftop,"515 5th ave w, grand marais, mn 55604, usa",47.75774078029151,47.75504281970851,-90.34010361970849,-90.3428015802915
Short term,TRUE,TRUE,FALSE,LAKEWOOD HEALTH SYSTEM,MN,STAPLES,240144,401 NORTH PRAIRIE AVENUE,56479,"LAKEWOOD HEALTH SYSTEM near STAPLES, MN 56479",-94.75134419999999,46.35139789999999,establishment,rooftop,"49725 county 83, staples, mn 56479, usa",46.35274688029149,46.35004891970849,-94.74999521970848,-94.75269318029149
Short term,TRUE,TRUE,FALSE,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,MN,FAIRMONT,240166,"800 MEDICAL CENTER DRIVE, PO BOX 800",56031,"MAYO CLINIC HEALTH SYSTEM - FAIRMONT near FAIRMONT, MN 56031",-94.4501817,43.6390102,doctor,geometric_center,"800 medical, center creek drive, fairmont, mn 56031, usa",43.6403591802915,43.63766121970851,-94.44883271970849,-94.45153068029151
Short term,TRUE,TRUE,FALSE,HUTCHINSON HEALTH,MN,HUTCHINSON,240187,1095 HIGHWAY 15 SOUTH,55350,"HUTCHINSON HEALTH near HUTCHINSON, MN 55350",-94.37359599999999,44.877609,doctor,rooftop,"1029 mn-15, hutchinson, mn 55350, usa",44.8789579802915,44.8762600197085,-94.37224701970848,-94.3749449802915
Short term,TRUE,FALSE,FALSE,PHS INDIAN HOSPITAL,MN,CASS LAKE,240205,PO BOX 60 (3RD AVE W & 7TH STREET),56633,"PHS INDIAN HOSPITAL near CASS LAKE, MN 56633",-94.6087749,47.3845412,establishment,rooftop,"425 7th st nw, cass lake, mn 56633, usa",47.3858901802915,47.3831922197085,-94.60742591970849,-94.61012388029151
Short term,TRUE,FALSE,FALSE,BERTHA MEMORIAL COMMUNITY HOSPITAL,MN,BERTHA,240208,BOX 97,56437,"BERTHA MEMORIAL COMMUNITY HOSPITAL near BERTHA, MN 56437",-95.0653351,46.2677626,establishment,rooftop,"214 1st st nw, bertha, mn 56437, usa",46.26911158029149,46.26641361970849,-95.0639861197085,-95.06668408029151
Short term,TRUE,FALSE,FALSE,SANDSTONE AREA HOSTAL PINE CITY,MN,PINE CITY,240209,129 EAST SIXTH AVENUE,55063,"SANDSTONE AREA HOSTAL PINE CITY near PINE CITY, MN 55063",-92.9704668,45.8264572,establishment,rooftop,"315 main st s #170, pine city, mn 55063, usa",45.8278061802915,45.8251082197085,-92.96911781970849,-92.97181578029151
Critical Access,TRUE,TRUE,FALSE,SANFORD JACKSON MEDICAL CENTER,MN,JACKSON,241315,1430 NORTH HIGHWAY,56143,"SANFORD JACKSON MEDICAL CENTER near JACKSON, MN 56143",-95.0043211,43.6243188,establishment,rooftop,"1430 n hwy, jackson, mn 56143, usa",43.6256677802915,43.6229698197085,-95.0029721197085,-95.00567008029151
Critical Access,TRUE,TRUE,FALSE,CENTRACARE HEALTH SYSTEM - SAUK CENTRE,MN,SAUK CENTRE,241368,425 NORTH ELM STREET,56378,"CENTRACARE HEALTH SYSTEM - SAUK CENTRE near SAUK CENTRE, MN 56378",-94.95545,45.745829,establishment,rooftop,"425 elm st n, sauk centre, mn 56378, usa",45.7471779802915,45.7444800197085,-94.95410101970849,-94.9567989802915
Critical Access,TRUE,TRUE,FALSE,PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES,MN,ELBOW LAKE,241379,1411 STATE HIGHWAY 793,56531,"PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES near ELBOW LAKE, MN 56531",-95.9583912,45.9904346,premise,geometric_center,"prairie ridge hospital and health services, elbow lake, mn 56531, usa",45.9919510302915,45.9892530697085,-95.95690121970848,-95.9595991802915
Short term,TRUE,FALSE,FALSE,PERRY COUNTY GENERAL HOSPITAL,MS,RICHTON,250005,206 ABY STREET,39476,"PERRY COUNTY GENERAL HOSPITAL near RICHTON, MS 39476",-88.9375608,31.3460146,doctor,rooftop,"206 bay ave, richton, ms 39476, usa",31.3473635802915,31.3446656197085,-88.9362118197085,-88.93890978029151
Short term,TRUE,FALSE,FALSE,COMMUNITY HOSPITAL OF CALHOUN COUNTY,MS,PITTSBORO,250016,PO BOX 128,38951,"COMMUNITY HOSPITAL OF CALHOUN COUNTY near PITTSBORO, MS 38951",-89.33757419999999,33.9403898,locality,approximate,"pittsboro, ms 38951, usa",33.947247,33.932857,-89.3284939,-89.3461629
Short term,TRUE,FALSE,FALSE,METHODIST HOSPITAL OF STONE COUNTY,MS,WIGGINS,250046,RT 1 BOX 48,39577,"METHODIST HOSPITAL OF STONE COUNTY near WIGGINS, MS 39577",-89.1162246,30.8456938,doctor,rooftop,"1434 e central ave e, wiggins, ms 39577, usa",30.8470427802915,30.8443448197085,-89.11487561970849,-89.1175735802915
Short term,TRUE,TRUE,FALSE,MONTFORT JONES MEMORIAL HOSPITAL,MS,KOSCIUSKO,250059,220 HWY 12 WEST,39090,"MONTFORT JONES MEMORIAL HOSPITAL near KOSCIUSKO, MS 39090",-89.59837580000001,33.0656755,establishment,rooftop,"220 ms-12, kosciusko, ms 39090, usa",33.06702448029149,33.0643265197085,-89.59702681970852,-89.59972478029152
Short term,TRUE,FALSE,FALSE,RUSH HOSPITAL NEWTON,MS,NEWTON,250073,PO BOX 299,39345,"RUSH HOSPITAL NEWTON near NEWTON, MS 39345",-89.1477377,32.3331715,establishment,rooftop,"252 northside dr, newton, ms 39345, usa",32.3345204802915,32.3318225197085,-89.14638871970848,-89.1490866802915
Short term,TRUE,TRUE,FALSE,DELTA REGIONAL MEDICAL CENTER,MS,GREENVILLE,250082,1400 E UNION ST,38704,"DELTA REGIONAL MEDICAL CENTER near GREENVILLE, MS 38704",-91.0310708,33.4098286,doctor,rooftop,"1727 e union st, greenville, ms 38703, usa",33.41117758029149,33.40847961970849,-91.0297218197085,-91.0324197802915
Short term,TRUE,FALSE,FALSE,MERIT HEALTH NATCHEZ,MS,NATCHEZ,250084,52 SERGEANT PRENTISS DRIVE,39120,"MERIT HEALTH NATCHEZ near NATCHEZ, MS 39120",-91.3900378,31.5282102,establishment,rooftop,"54 sergeant prentiss dr, natchez, ms 39120, usa",31.5295591802915,31.5268612197085,-91.3886888197085,-91.39138678029151
Short term,TRUE,FALSE,TRUE,HUMPHREYS COUNTY MEMORIAL HOSPITAL,MS,BELZONI,250098,500 CCC ROAD,39038,"HUMPHREYS COUNTY MEMORIAL HOSPITAL near BELZONI, MS 39038",-90.470181,33.182603,establishment,rooftop,"500 c c rd, belzoni, ms 39038, usa",33.1839519802915,33.1812540197085,-90.4688320197085,-90.4715299802915
Short term,TRUE,FALSE,FALSE,GREENE COUNTY HOSPITAL,MS,LEAKESVILLE,250133,PO BOX 137,39451,"GREENE COUNTY HOSPITAL near LEAKESVILLE, MS 39451",-88.5627288,31.1536906,establishment,rooftop,"1017 jackson ave, leakesville, ms 39451, usa",31.1550395802915,31.1523416197085,-88.5613798197085,-88.56407778029151
Short term,TRUE,FALSE,FALSE,GREEN COUNTY HOSPITAL,MS,LEAKESVILLE,250142,PO BOX 39,39451,"GREEN COUNTY HOSPITAL near LEAKESVILLE, MS 39451",-88.5627288,31.1536906,establishment,rooftop,"1017 jackson ave, leakesville, ms 39451, usa",31.1550395802915,31.1523416197085,-88.5613798197085,-88.56407778029151
Short term,TRUE,FALSE,FALSE,PIONEER HEALTH SERVICES OF NEWTON,MS,NEWTON,250149,"9421 EAST SIDE DRIVE EXTENSION, POB 299",39345,"PIONEER HEALTH SERVICES OF NEWTON near NEWTON, MS 39345",-89.1280585,32.3574554,doctor,rooftop,"9427 eastside dr suite a, newton, ms 39345, usa",32.3588043802915,32.3561064197085,-89.1267095197085,-89.1294074802915
