HospType,ED,Trauma,NSG,FAC_NAME,state,city,PRVDR_NUM,street,zipcode,lat,long,id,input_address,match_indicator,match_type,matched_address,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
Short term,TRUE,FALSE,FALSE,DECATUR COUNTY MEMORIAL HOSPITAL,IN,GREENSBURG,150062,720 NORTH LINCOLN STREET,47240,39.343075,-85.47943,149,"720 NORTH LINCOLN STREET, GREENSBURG, IN, 47240",Match,Exact,"720 N LINCOLN ST, GREENSBURG, IN, 47240",639509523,R,18,31,969300,3002
Short term,TRUE,FALSE,FALSE,FAYETTE REGIONAL HEALTH SYSTEM,IN,CONNERSVILLE,150064,1941 VIRGINIA AVE,47331,39.65604,-85.131966,150,"1941 VIRGINIA AVE, CONNERSVILLE, IN, 47331",Match,Exact,"1941 VIRGINIA AVE, CONNERSVILLE, IN, 47331",31019538,L,18,41,954300,3021
Short term,TRUE,FALSE,FALSE,DUKES MEMORIAL HOSPITAL,IN,PERU,150067,275 W 12TH ST,46970,40.756405,-86.084145,153,"275 W 12TH ST, PERU, IN, 46970",Match,Non_Exact,"275 W 12TH ST, PERU, IN, 46970",106390687,R,18,103,952200,4015
Short term,TRUE,FALSE,FALSE,BLOOMINGTON HOSPITAL & HEALTH CARE CTR,IN,PAOLI,150071,642 W HOSPITAL ROAD P O BOX 499,47454,38.56735,-86.477165,156,"642 W HOSPITAL ROAD P O BOX 499, PAOLI, IN, 47454",Match,Non_Exact,"642 W HOSPITAL RD, PAOLI, IN, 47454",32147751,L,18,117,951400,1059
Short term,TRUE,FALSE,FALSE,MEMORIAL HOSPITAL,IN,LOGANSPORT,150072,1101 MICHIGAN AVE,46947,40.762558,-86.3612,157,"1101 MICHIGAN AVE, LOGANSPORT, IN, 46947",Match,Exact,"1101 MICHIGAN AVE, LOGANSPORT, IN, 46947",27185193,L,18,17,951200,1030
Short term,TRUE,FALSE,FALSE,MCCRAY MEMORIAL HOSPITAL,IN,KENDALLVILLE,150073,P O  BOX 249 951 E HOSPITAL DRIVE,46755,41.45349,-85.26251,158,"P O  BOX 249 951 E HOSPITAL DRIVE, KENDALLVILLE, IN, 46755",Match,Non_Exact,"951 EAST AVE, KENDALLVILLE, IN, 46755",6595781,L,18,113,971700,2060
Short term,TRUE,FALSE,TRUE,COMMUNITY HOSPITAL EAST,IN,INDIANAPOLIS,150074,1500 N RITTER AVE,46219,39.787613,-86.07381,159,"1500 N RITTER AVE, INDIANAPOLIS, IN, 46219",Match,Non_Exact,"1500 N RITTER AVE, INDIANAPOLIS, IN, 46219",108000093,L,18,97,360900,1000
Short term,TRUE,FALSE,FALSE,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,IN,PLYMOUTH,150076,1915 LAKE AVE,46563,41.335545,-86.33181,161,"1915 LAKE AVE, PLYMOUTH, IN, 46563",Match,Exact,"1915 LAKE AVE, PLYMOUTH, IN, 46563",639523605,R,18,99,20600,4048
Short term,TRUE,TRUE,FALSE,JASPER COUNTY HOSPITAL,IN,RENSSELAER,150078,1104 EAST GRACE STREET,47978,40.93359,-87.13865,163,"1104 EAST GRACE STREET, RENSSELAER, IN, 47978",Match,Exact,"1104 E GRACE ST, RENSSELAER, IN, 47978",639514557,R,18,73,101200,3036
Short term,TRUE,FALSE,FALSE,HARRISON COUNTY HOSPITAL,IN,CORYDON,150079,245 ATWOOD STREET,47112,38.20606,-86.122536,164,"245 ATWOOD STREET, CORYDON, IN, 47112",Match,Exact,"245 ATWOOD ST, CORYDON, IN, 47112",34809136,L,18,61,60400,3054
Short term,TRUE,TRUE,TRUE,ST VINCENT HOSPITAL & HEALTH SERVICES,IN,INDIANAPOLIS,150084,2001 W 86TH ST,46260,39.91203,-86.19653,168,"2001 W 86TH ST, INDIANAPOLIS, IN, 46260",Match,Non_Exact,"2001 W 86TH ST, INDIANAPOLIS, IN, 46260",107980955,L,18,97,320108,2000
Short term,TRUE,FALSE,FALSE,UNION CITY MEMORIAL HOSPITAL,IN,UNION CITY,150085,900 NORTH COLUMBIA ST,47390,40.20795,-84.80902,169,"900 NORTH COLUMBIA ST, UNION CITY, IN, 47390",Match,Exact,"900 N COLUMBIA ST, UNION CITY, IN, 47390",31211504,R,18,135,951600,1016
Short term,TRUE,FALSE,FALSE,DEARBORN COUNTY HOSPITAL,IN,LAWRENCEBURG,150086,600 WILSON CREEK RD,47025,39.11066,-84.88468,170,"600 WILSON CREEK RD, LAWRENCEBURG, IN, 47025",Match,Exact,"600 WILSON CREEK RD, LAWRENCEBURG, IN, 47025",76859506,R,18,29,80300,1015
Short term,TRUE,FALSE,FALSE,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,IN,ANDERSON,150088,2015 JACKSON ST,46016,40.096115,-85.680466,171,"2015 JACKSON ST, ANDERSON, IN, 46016",Match,Exact,"2015 JACKSON ST, ANDERSON, IN, 46016",31125420,R,18,95,12000,1046
Short term,TRUE,FALSE,TRUE,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,IN,MUNCIE,150089,2401 UNIVERSITY AVE,47303,40.197598,-85.41417,172,"2401 UNIVERSITY AVE, MUNCIE, IN, 47303",Match,Non_Exact,"2401 W UNIVERSITY AVE, MUNCIE, IN, 47303",638438139,L,18,35,902,2004
Short term,TRUE,FALSE,TRUE,FRANCISCAN HEALTH DYER,IN,DYER,150090,24 JOLIET ST,46311,41.49423,-87.523476,173,"24 JOLIET ST, DYER, IN, 46311",Match,Exact,"24 JOLIET ST, DYER, IN, 46311",606275343,R,18,89,42802,1002
Short term,TRUE,FALSE,FALSE,PARKVIEW HUNTINGTON HOSPITAL,IN,HUNTINGTON,150091,2001 STULTS RD,46750,40.899715,-85.490524,174,"2001 STULTS RD, HUNTINGTON, IN, 46750",Match,Exact,"2001 STULTS RD, HUNTINGTON, IN, 46750",643145972,R,18,69,961600,1044
Short term,TRUE,FALSE,FALSE,RUSH MEMORIAL HOSPITAL,IN,RUSHVILLE,150092,1300 NORTH MAIN STREET,46173,39.621357,-85.444756,175,"1300 NORTH MAIN STREET, RUSHVILLE, IN, 46173",Match,Exact,"1300 N MAIN ST, RUSHVILLE, IN, 46173",31295591,R,18,139,974400,1008
Short term,TRUE,FALSE,FALSE,ST VINCENT MERCY HOSPITAL INC,IN,ELWOOD,150094,1331 SOUTH A STREET,46036,40.275986,-85.84391,176,"1331 SOUTH A STREET, ELWOOD, IN, 46036",Match,Exact,"1331 S A ST, ELWOOD, IN, 46036",639525530,L,18,95,10200,5025
Short term,TRUE,FALSE,FALSE,LAGRANGE COMMUNITY HOSPITAL,IN,LAGRANGE,150096,207 NORTH TOWNLINE RD,46761,41.644634,-85.42493,177,"207 NORTH TOWNLINE RD, LAGRANGE, IN, 46761",Match,Exact,"207 N TOWNLINE RD, LAGRANGE, IN, 46761",8186098,R,18,87,970200,3014
Short term,TRUE,FALSE,FALSE,MAJOR HOSPITAL,IN,SHELBYVILLE,150097,2451 INTELLIPLEX DR,46176,39.559006,-85.78397,178,"2451 INTELLIPLEX DR, SHELBYVILLE, IN, 46176",Match,Exact,"2451 INTELLIPLEX DR, SHELBYVILLE, IN, 46176",645691500,R,18,145,710300,2065
Short term,TRUE,FALSE,FALSE,WASHINGTON COUNTY MEMORIAL HOSPITAL,IN,SALEM,150098,911 N SHELBY ST,47167,38.61029,-86.107635,179,"911 N SHELBY ST, SALEM, IN, 47167",Match,Non_Exact,"911 N SHELBY ST, SALEM, IN, 47167",77536503,R,18,175,967500,2013
Short term,TRUE,FALSE,FALSE,ST MARY COMMUNITY HOSPITAL,IN,SOUTH BEND,150099,2515 EAST JEFFERSON BLVD,46615,41.672928,-86.21191,180,"2515 EAST JEFFERSON BLVD, SOUTH BEND, IN, 46615",Match,Exact,"2515 E JEFFERSON BLVD, SOUTH BEND, IN, 46615",8061194,L,18,141,1300,2012
Short term,TRUE,FALSE,FALSE,ADAMS COUNTY MEMORIAL HOSPITAL,IN,DECATUR,150106,1100 MERCER AVENUE,46733,40.81721,-84.91161,187,"1100 MERCER AVENUE, DECATUR, IN, 46733",Match,Exact,"1100 MERCER AVE, DECATUR, IN, 46733",638353892,L,18,1,30300,6012
Short term,TRUE,FALSE,FALSE,COMMUNITY HOSPITAL OF BREMEN,IN,BREMEN,150110,411 SOUTH WHITLOCK STREET,46506,41.44387,-86.14999,189,"411 SOUTH WHITLOCK STREET, BREMEN, IN, 46506",Match,Exact,"411 S WHITLOCK ST, BREMEN, IN, 46506",7640105,L,18,99,20101,2044
Short term,TRUE,FALSE,FALSE,WOODLAWN HOSPITAL,IN,ROCHESTER,150111,1400 EAST 9TH ST,46975,41.061714,-86.19679,190,"1400 EAST 9TH ST, ROCHESTER, IN, 46975",Match,Exact,"1400 E 9TH ST, ROCHESTER, IN, 46975",7846067,R,18,49,953100,1000
Short term,TRUE,FALSE,TRUE,COLUMBUS REGIONAL HOSPITAL,IN,COLUMBUS,150112,2400 E 17TH ST,47201,39.215866,-85.896614,191,"2400 E 17TH ST, COLUMBUS, IN, 47201",Match,Exact,"2400 17TH ST, COLUMBUS, IN, 47201",606479620,R,18,5,10700,1012
Short term,TRUE,FALSE,FALSE,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,IN,ANDERSON,150113,1515 N MADISON AVE,46011,40.129147,-85.69159,192,"1515 N MADISON AVE, ANDERSON, IN, 46011",Match,Non_Exact,"1515 N MADISON AVE, ANDERSON, IN, 46011",639617419,L,18,95,1500,3002
Short term,TRUE,FALSE,FALSE,BLACKFORD COUNTY HOSPITAL,IN,HARTFORD CITY,150114,503 EAST VAN CLEVE STREET,47348,40.456337,-85.363556,193,"503 EAST VAN CLEVE STREET, HARTFORD CITY, IN, 47348",Match,Exact,"503 E VAN CLEVE ST, HARTFORD CITY, IN, 47348",94925873,R,18,9,975200,3032
Short term,TRUE,FALSE,FALSE,MARGARET MARY COMMUNITY HOSPITAL,IN,BATESVILLE,150122,321 MITCHEL AVENUE,47006,39.30472,-85.22526,195,"321 MITCHEL AVENUE, BATESVILLE, IN, 47006",Match,Non_Exact,"321 MITCHELL AVE, BATESVILLE, IN, 47006",639516042,R,18,137,968500,1016
Short term,TRUE,FALSE,TRUE,BEDFORD REGIONAL MEDICAL CENTER,IN,BEDFORD,150124,2900 WEST 16TH STREET,47421,38.860962,-86.51211,196,"2900 WEST 16TH STREET, BEDFORD, IN, 47421",Match,Non_Exact,"2900 16TH ST, BEDFORD, IN, 47421",647810360,L,18,93,950800,1000
Short term,TRUE,FALSE,TRUE,COMMUNITY HOSPITAL,IN,MUNSTER,150125,901 MACARTHUR BLVD,46321,41.550087,-87.5077,197,"901 MACARTHUR BLVD, MUNSTER, IN, 46321",Match,Exact,"901 MACARTHUR BLVD, MUNSTER, IN, 46321",606327883,L,18,89,40401,4022
Short term,TRUE,FALSE,FALSE,ST VINCENT JENNINGS HOSPITAL INC,IN,NORTH VERNON,150127,301 HENRY STREET,47265,39.01135,-85.64125,199,"301 HENRY STREET, NORTH VERNON, IN, 47265",Match,Exact,"301 HENRY ST, NORTH VERNON, IN, 47265",30112871,L,18,79,960400,1055
Short term,TRUE,FALSE,FALSE,COMMUNITY WESTVIEW HOSPITAL,IN,INDIANAPOLIS,150129,3630 GUION RD,46222,39.821304,-86.221016,201,"3630 GUION RD, INDIANAPOLIS, IN, 46222",Match,Exact,"3630 GUION RD, INDIANAPOLIS, IN, 46222",108050873,L,18,97,340500,2004
Short term,TRUE,FALSE,FALSE,ST MARY'S WARRICK HOSPITAL,IN,BOONVILLE,150130,1116 MILLIS AVE,47601,38.041477,-87.2651,202,"1116 MILLIS AVE, BOONVILLE, IN, 47601",Match,Exact,"1116 MILLIS AVE, BOONVILLE, IN, 47601",32206885,R,18,173,30600,6000
Short term,TRUE,FALSE,FALSE,KOSCIUSKO COMMUNITY HOSPITAL,IN,WARSAW,150133,2101 E DUBOIS DR,46580,41.246456,-85.82575,204,"2101 E DUBOIS DR, WARSAW, IN, 46580",Match,Exact,"2101 DUBOIS DR, WARSAW, IN, 46580",639708116,L,18,85,962000,1059
Short term,TRUE,FALSE,FALSE,AMERICAN TRANSITIONAL HOSPITAL,IN,INDIANAPOLIS,150141,3232 N MERIDIAN ST,46208,39.81446,-86.15677,209,"3232 N MERIDIAN ST, INDIANAPOLIS, IN, 46208",Match,Non_Exact,"3232 N MERIDIAN ST, INDIANAPOLIS, IN, 46208",107989079,L,18,97,351000,2013
Short term,TRUE,FALSE,FALSE,PARKVIEW NOBLE HOSPITAL,IN,KENDALLVILLE,150146,401 SAWYER RD,46755,41.448456,-85.295105,210,"401 SAWYER RD, KENDALLVILLE, IN, 46755",Match,Exact,"401 SAWYER RD, KENDALLVILLE, IN, 46755",639517691,R,18,113,971900,1035
Short term,TRUE,FALSE,FALSE,WOMEN'S HOSPITAL THE,IN,NEWBURGH,150149,4199 GATEWAY BLVD,47630,37.974525,-87.44591,211,"4199 GATEWAY BLVD, NEWBURGH, IN, 47630",Match,Exact,"4199 GATEWAY BLVD, NEWBURGH, IN, 47630",639502742,R,18,173,30702,1002
Short term,TRUE,FALSE,FALSE,DUPONT HOSPITAL LLC,IN,FORT WAYNE,150150,2520 E DUPONT RD,46825,41.178665,-85.10946,212,"2520 E DUPONT RD, FORT WAYNE, IN, 46825",Match,Non_Exact,"2520 E DUPONT RD, FORT WAYNE, IN, 46825",647262675,R,18,3,10707,2001
Short term,TRUE,FALSE,FALSE,INDIANA HEART HOSPITAL THE,IN,INDIANAPOLIS,150154,8075 N SHADELAND AVE,46250,39.903145,-86.04572,214,"8075 N SHADELAND AVE, INDIANAPOLIS, IN, 46250",Match,Non_Exact,"8075 N SHADELAND AVE, INDIANAPOLIS, IN, 46250",639512579,R,18,97,330106,2004
Short term,TRUE,FALSE,FALSE,IU HEALTH WEST HOSPITAL,IN,AVON,150158,1111 N RONALD REAGAN PKWY,46123,39.78364,-86.34405,217,"1111 N RONALD REAGAN PKWY, AVON, IN, 46123",Match,Exact,"1111 RONALD REAGAN PKWY, AVON, IN, 46123",641433504,R,18,63,210604,2036
Short term,TRUE,FALSE,TRUE,RENAISSANCE SPECIALTY HOSPITAL,IN,MUNCIE,150159,3400 W COMMUNITY DRIVE,47304,40.217945,-85.42666,218,"3400 W COMMUNITY DRIVE, MUNCIE, IN, 47304",Match,Exact,"3400 W COMMUNITY DR, MUNCIE, IN, 47304",30845988,R,18,35,904,2000
Short term,TRUE,FALSE,FALSE,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,IN,CARMEL,150161,11700 N MERIDIAN ST,46032,39.958282,-86.157936,219,"11700 N MERIDIAN ST, CARMEL, IN, 46032",Match,Non_Exact,"11700 N MERIDIAN ST, CARMEL, IN, 46032",29329340,R,18,57,111001,3092
Short term,TRUE,FALSE,TRUE,FRANCISCAN HEALTH INDIANAPOLIS,IN,INDIANAPOLIS,150162,8111 S EMERSON AVE,46237,39.648277,-86.08265,220,"8111 S EMERSON AVE, INDIANAPOLIS, IN, 46237",Match,Exact,"8111 EMERSON AVE, INDIANAPOLIS, IN, 46237",108022225,L,18,97,390405,1018
Short term,TRUE,FALSE,TRUE,COMMUNITY HOSPITAL NORTH,IN,INDIANAPOLIS,150169,7150 CLEARVISTA DR,46256,39.899967,-86.04307,224,"7150 CLEARVISTA DR, INDIANAPOLIS, IN, 46256",Match,Exact,"7150 CLEARVISTA DR, INDIANAPOLIS, IN, 46256",107996677,L,18,97,330106,2003
Critical Access,TRUE,FALSE,FALSE,COMMUNITY HOSPITAL OF BREMEN INC,IN,BREMEN,151300,1020 HIGH RD,46506,41.456985,-86.158005,227,"1020 HIGH RD, BREMEN, IN, 46506",Match,Exact,"1020 HIGH RD, BREMEN, IN, 46506",639508775,L,18,99,20101,4025
Critical Access,TRUE,FALSE,FALSE,INDIANA UNIVERSITY HEALTH BLACKFORD HOSPITAL,IN,HARTFORD CITY,151302,410 PILGRIM BLVD,47348,40.46893,-85.371895,229,"410 PILGRIM BLVD, HARTFORD CITY, IN, 47348",Match,Exact,"410 PILGRIM BLVD, HARTFORD CITY, IN, 47348",94928082,L,18,9,975400,2113
Critical Access,TRUE,FALSE,FALSE,ST VINCENT JENNINGS HOSPITAL INC,IN,NORTH VERNON,151303,301 HENRY ST,47265,39.01135,-85.64125,230,"301 HENRY ST, NORTH VERNON, IN, 47265",Match,Exact,"301 HENRY ST, NORTH VERNON, IN, 47265",30112871,L,18,79,960400,1055
Critical Access,TRUE,FALSE,FALSE,RUSH MEMORIAL HOSPITAL,IN,RUSHVILLE,151304,1300 N MAIN ST,46173,39.621357,-85.444756,231,"1300 N MAIN ST, RUSHVILLE, IN, 46173",Match,Non_Exact,"1300 N MAIN ST, RUSHVILLE, IN, 46173",31295591,R,18,139,974400,1008
Critical Access,TRUE,FALSE,FALSE,PULASKI MEMORIAL HOSPITAL,IN,WINAMAC,151305,616 E 13TH ST,46996,41.05765,-86.60481,232,"616 E 13TH ST, WINAMAC, IN, 46996",Match,Non_Exact,"616 E 13TH ST, WINAMAC, IN, 46996",15481182,R,18,131,959000,1063
Critical Access,TRUE,FALSE,FALSE,INDIANA UNIVERSITY HEALTH PAOLI HOSPITAL,IN,PAOLI,151306,642 W HOSPITAL RD,47454,38.56735,-86.477165,233,"642 W HOSPITAL RD, PAOLI, IN, 47454",Match,Non_Exact,"642 W HOSPITAL RD, PAOLI, IN, 47454",32147751,L,18,117,951400,1059
Critical Access,TRUE,FALSE,FALSE,ST VINCENT CLAY HOSPITAL INC,IN,BRAZIL,151309,1206 E NATIONAL AVE,47834,39.519882,-87.139885,235,"1206 E NATIONAL AVE, BRAZIL, IN, 47834",Match,Non_Exact,"1206 W NATIONAL AVE, BRAZIL, IN, 47834",41751925,R,18,21,40100,6007
Critical Access,TRUE,FALSE,FALSE,INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL,IN,MONTICELLO,151312,720 SOUTH SIXTH ST,47960,40.744762,-86.77517,238,"720 SOUTH SIXTH ST, MONTICELLO, IN, 47960",Match,Exact,"720 S 6TH ST, MONTICELLO, IN, 47960",27366909,L,18,181,958500,3000
Critical Access,TRUE,FALSE,TRUE,WOODLAWN HOSPITAL,IN,ROCHESTER,151313,1400 E 9TH ST,46975,41.06171,-86.19668,239,"1400 E 9TH ST, ROCHESTER, IN, 46975",Match,Non_Exact,"1400 E 9TH ST, ROCHESTER, IN, 46975",7846067,R,18,49,953100,1000
Critical Access,TRUE,FALSE,FALSE,ST VINCENT SALEM HOSPITAL INC,IN,SALEM,151314,911 N SHELBY ST,47167,38.61029,-86.107635,179,"911 N SHELBY ST, SALEM, IN, 47167",Match,Non_Exact,"911 N SHELBY ST, SALEM, IN, 47167",77536503,R,18,175,967500,2013
Critical Access,TRUE,FALSE,FALSE,CAMERON MEMORIAL COMMUNITY HOSPITAL INC,IN,ANGOLA,151315,416 E MAUMEE ST,46703,41.634808,-85.0031,240,"416 E MAUMEE ST, ANGOLA, IN, 46703",Match,Non_Exact,"416 W MAUMEE ST, ANGOLA, IN, 46703",7712376,R,18,151,971400,3003
Critical Access,TRUE,FALSE,FALSE,GREENE COUNTY GENERAL HOSPITAL,IN,LINTON,151317,1185 N 1000 W,47441,39.041378,-87.12919,241,"1185 N 1000 W, LINTON, IN, 47441",Match,Non_Exact,"1185 CO RD 1000 W, LINTON, IN, 47441",645290640,L,18,55,954900,3044
Critical Access,TRUE,FALSE,FALSE,DUKES MEMORIAL HOSPITAL,IN,PERU,151318,275 W 12TH ST,46970,40.756405,-86.084145,153,"275 W 12TH ST, PERU, IN, 46970",Match,Non_Exact,"275 W 12TH ST, PERU, IN, 46970",106390687,R,18,103,952200,4015
Critical Access,TRUE,FALSE,FALSE,GIBSON GENERAL HOSPITAL,IN,PRINCETON,151319,1808 SHERMAN DR,47670,38.360275,-87.590744,242,"1808 SHERMAN DR, PRINCETON, IN, 47670",Match,Exact,"1808 SHERMAN DR, PRINCETON, IN, 47670",36385367,R,18,51,50502,1021
Critical Access,TRUE,FALSE,FALSE,"ST JOSEPH'S HOSPITAL OF HUNTINGBURG, INC",IN,HUNTINGBURG,151321,1900 MEDICAL ARTS DRIVE,47542,38.31329,-86.956276,110,"1900 MEDICAL ARTS DRIVE, HUNTINGBURG, IN, 47542",Match,Exact,"1900 MEDICAL ARTS DR, HUNTINGBURG, IN, 47542",7873541,L,18,37,953800,2006
Critical Access,TRUE,FALSE,FALSE,PERRY COUNTY MEMORIAL HOSPITAL,IN,TELL CITY,151322,8885 SR 237,47586,37.970093,-86.73036,243,"8885 SR 237, TELL CITY, IN, 47586",Match,Non_Exact,"8885 HWY 237, TELL CITY, IN, 47586",647331298,L,18,123,952400,1033
Critical Access,TRUE,FALSE,FALSE,ST VINCENT WARRICK,IN,BOONVILLE,151325,1116 MILLIS AVE,47601,38.041477,-87.2651,202,"1116 MILLIS AVE, BOONVILLE, IN, 47601",Match,Exact,"1116 MILLIS AVE, BOONVILLE, IN, 47601",32206885,R,18,173,30600,6000
Critical Access,TRUE,FALSE,FALSE,UNION HOSPITAL CLINTON,IN,CLINTON,151326,801 S MAIN ST,47842,39.65322,-87.39821,246,"801 S MAIN ST, CLINTON, IN, 47842",Match,Non_Exact,"801 S MAIN ST, CLINTON, IN, 47842",66508398,L,18,165,20500,6022
Critical Access,TRUE,FALSE,FALSE,SULLIVAN COUNTY COMMUNITY HOSPITAL,IN,SULLIVAN,151327,2200 N SECTION ST,47882,39.122177,-87.409134,247,"2200 N SECTION ST, SULLIVAN, IN, 47882",Match,Non_Exact,"2200 N SECTION ST, SULLIVAN, IN, 47882",27078888,L,18,153,50300,1002
Critical Access,TRUE,FALSE,FALSE,INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL,IN,BEDFORD,151328,2900 W 16TH ST,47421,38.860962,-86.51211,248,"2900 W 16TH ST, BEDFORD, IN, 47421",Match,Exact,"2900 16TH ST, BEDFORD, IN, 47421",647810360,L,18,93,950800,1000
Critical Access,TRUE,FALSE,FALSE,MARGARET MARY HEALTH,IN,BATESVILLE,151329,321 MITCHELL AVE,47006,39.30472,-85.22526,249,"321 MITCHELL AVE, BATESVILLE, IN, 47006",Match,Exact,"321 MITCHELL AVE, BATESVILLE, IN, 47006",639516042,R,18,137,968500,1016
Critical Access,TRUE,FALSE,FALSE,ADAMS MEMORIAL HOSPITAL,IN,DECATUR,151330,1100 MERCER AVE,46733,40.81721,-84.91161,250,"1100 MERCER AVE, DECATUR, IN, 46733",Match,Exact,"1100 MERCER AVE, DECATUR, IN, 46733",638353892,L,18,1,30300,6012
Critical Access,TRUE,FALSE,FALSE,HARRISON COUNTY HOSPITAL,IN,CORYDON,151331,1141 HOSPITAL DR NW,47112,38.238686,-86.14592,251,"1141 HOSPITAL DR NW, CORYDON, IN, 47112",Match,Exact,"1141 HOSPITAL DR NW, CORYDON, IN, 47112",639511631,R,18,61,60300,1030
Critical Access,TRUE,FALSE,FALSE,DECATUR COUNTY MEMORIAL HOSPITAL,IN,GREENSBURG,151332,720 N LINCOLN ST,47240,39.34308,-85.47943,252,"720 N LINCOLN ST, GREENSBURG, IN, 47240",Match,Non_Exact,"720 N LINCOLN ST, GREENSBURG, IN, 47240",639509523,R,18,31,969300,3002
Critical Access,TRUE,FALSE,FALSE,PUTNAM COUNTY HOSPITAL,IN,GREENCASTLE,151333,1542 S BLOOMINGTON ST,46135,39.620274,-86.84523,253,"1542 S BLOOMINGTON ST, GREENCASTLE, IN, 46135",Match,Non_Exact,"1542 S BLOOMINGTON ST, GREENCASTLE, IN, 46135",50109185,L,18,133,956300,5012
Critical Access,TRUE,FALSE,FALSE,SCOTT MEMORIAL HOSPITAL,IN,SCOTTSBURG,151334,1451 N GARDNER ST,47170,38.70447,-85.78515,140,"1451 N GARDNER ST, SCOTTSBURG, IN, 47170",Match,Non_Exact,"1451 N GARDNER ST, SCOTTSBURG, IN, 47170",639523803,R,18,143,967000,2001
Critical Access,TRUE,FALSE,FALSE,ST VINCENT DUNN HOSPITAL INC,IN,BEDFORD,151335,1600 23RD ST,47421,38.85347,-86.49332,254,"1600 23RD ST, BEDFORD, IN, 47421",Match,Exact,"1600 23RD ST, BEDFORD, IN, 47421",42074141,R,18,93,951100,1048
Long term,TRUE,FALSE,FALSE,FAIRBANKS HOSPITAL INC,IN,INDIANAPOLIS,152006,8102 CLEARVISTA PARKWAY,46256,39.902775,-86.03914,255,"8102 CLEARVISTA PARKWAY, INDIANAPOLIS, IN, 46256",Match,Exact,"8102 CLEARVISTA PKWY, INDIANAPOLIS, IN, 46256",107996823,R,18,97,330106,2004
Long term,TRUE,FALSE,FALSE,KINDRED HOSPITAL INDIANAPOLIS,IN,INDIANAPOLIS,152007,1700 W 10TH ST,46222,39.780777,-86.19116,256,"1700 W 10TH ST, INDIANAPOLIS, IN, 46222",Match,Non_Exact,"1700 W 10TH ST, INDIANAPOLIS, IN, 46222",108044765,R,18,97,353600,2001
Long term,TRUE,FALSE,FALSE,KINDRED HOSPITAL INDIANAPOLIS NORTH,IN,INDIANAPOLIS,152013,8060 KNUE ROAD,46250,39.901905,-86.06018,259,"8060 KNUE ROAD, INDIANAPOLIS, IN, 46250",Match,Exact,"8060 KNUE RD, INDIANAPOLIS, IN, 46250",107996493,L,18,97,330105,2028
Long term,TRUE,FALSE,FALSE,KINDRED HOSPITAL NORTHERN INDIANA,IN,MISHAWAKA,152018,215 W 4TH ST STE 200,46544,41.659103,-86.18225,261,"215 W 4TH ST STE 200, MISHAWAKA, IN, 46544",Match,Non_Exact,"215 W 4TH ST, MISHAWAKA, IN, 46544",8062256,L,18,141,10200,3005
Long term,TRUE,FALSE,FALSE,ST VINCENT SETON SPECIALTY HOSPITAL LAFAYETTE,IN,LAFAYETTE,152021,1501 HARTFORD ST,47904,40.427727,-86.88166,95,"1501 HARTFORD ST, LAFAYETTE, IN, 47904",Match,Exact,"1501 HARTFORD ST, LAFAYETTE, IN, 47904",27307070,R,18,157,400,2020
Short term,TRUE,FALSE,FALSE,SIOUX VALLEY MEMORIAL HOSPITAL,IA,CHEROKEE,160003,300 SIOUX VALLEY DRIVE,51012,42.75865,-95.54912,264,"300 SIOUX VALLEY DRIVE, CHEROKEE, IA, 51012",Match,Exact,"300 SIOUX VALLEY DR, CHEROKEE, IA, 51012",82751627,L,19,35,80100,4044
Short term,TRUE,FALSE,FALSE,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,IA,CARROLL,160005,311 SOUTH CLARK STREET,51401,42.05703,-94.86798,266,"311 SOUTH CLARK STREET, CARROLL, IA, 51401",Match,Exact,"311 S CLARK ST, CARROLL, IA, 51401",68630410,R,19,27,960400,3018
Short term,TRUE,FALSE,FALSE,BELMOND COMMUNITY HOSPITAL,IA,BELMOND,160007,403 FIRST STREET SE,50421,42.845024,-93.61277,267,"403 FIRST STREET SE, BELMOND, IA, 50421",Match,Exact,"403 1ST ST SE, BELMOND, IA, 50421",90717779,R,19,197,680100,2075
Short term,TRUE,FALSE,FALSE,REGIONAL MED CTR FOR NE IA & DELAWARE,IA,MANCHESTER,160009,709 WEST MAIN STREET,52057,42.483902,-91.466034,269,"709 WEST MAIN STREET, MANCHESTER, IA, 52057",Match,Exact,"709 W MAIN ST, MANCHESTER, IA, 52057",16860574,R,19,55,950300,6024
Short term,TRUE,FALSE,FALSE,WASHINGTON COUNTY HOSPITAL,IA,WASHINGTON,160012,400 EAST POLK STREET BOX 909,52353,41.2885,-91.68846,270,"400 EAST POLK STREET BOX 909, WASHINGTON, IA, 52353",Match,Exact,"400 E POLK ST, WASHINGTON, IA, 52353",84182680,L,19,183,960400,1024
