id,lat,lon,Name,level
2187,44.0252714,-88.1536451,Ascension Calumet Hospital,4
1494,44.0252494,-116.9768912,Saint Alphonsus Medical Center - Ontario,4
842,44.0211624,-92.4820759,Mayo Clinic Hospital - Rochester,1
889,44.0199261,-92.4405228,Olmsted Medical Center,4
1611,44.0141972,-97.11005,Madison Regional Health System,4
2115,44.0129408,-88.6004882,Ascension Northeast Wisconsin Mercy Hospital,3
2253,44.0127469,-107.9494462,Washakie Medical Center,4
933,43.9923032,-95.7598379,Murray County Medical Center,4
967,43.990912,-96.3228543,Pipestone County Medical Center Avera,4
904,43.990912,-96.3228543,Pipestone County Medical Center Avera,4
2175,43.9840774,-90.515593,Tomah Memorial Hospital,4
835,43.981945,-83.968804,Ascension Standish Hospital,4
2159,43.9744507,-89.8213075,Gundersen Moundview Hospital & Clinics,4
1517,43.9741413,-124.1185757,PeaceHealth Peace Harbor Medical Center,4
958,43.9700479,-94.6226907,Mayo Clinic Health System in Saint James,4
824,43.9586529,-86.4298989,Spectrum Health Ludington Hospital,4
2188,43.9442903,-90.8141501,Mayo Clinic Health System - Franciscan Healthcare in Sparta,4
942,43.8794277,-95.1130803,Windom Area Hospital,4
2258,43.8478587,-104.1890054,Weston County Health Services,5
823,43.8426786,-82.6520155,Harbor Beach Community Hospital,4
2184,43.83451,-88.83676,Ripon Medical Center,4
1610,43.8286416,-96.716112,Avera Dells Area Hospital,5
555,43.8257211,-111.7708611,Madison Memorial Hospital,4
2109,43.8043634,-91.2427084,Mayo Clinic Health System - Franciscan Healthcare in La Crosse,3
2092,43.7942288,-91.2476896,Gundersen Lutheran Medical Center,2
1594,43.7864907,-99.325088,Sanford Chamberlain Medical Center,5
2119,43.7834817,-90.0746493,Mile Bluff Medical Center,3
2104,43.7775804,-88.4313103,St. Agnes Hospital,3
2110,43.773135,-87.7102097,Aurora Sheboygan Memorial Medical Center,4
1590,43.772676,-103.5941485,Custer Regional Hospital,5
2196,43.7624789,-87.7478249,HSHS St. Nicholas Hospital,4
2138,43.7624789,-87.7478249,HSHS St. Nicholas Hospital,4
561,43.726374,-111.1081462,Teton Valley Health Care,4
1587,43.7147091,-98.0080006,Avera Queen of Peace Hospital,3
1520,43.694482,-124.136727,Lower Umpqua Hospital District,4
1240,43.675364,-72.2729872,Dartmouth-Hitchcock Medical Center,1
881,43.6745427,-92.9773996,Mayo Clinic Health System - Albert Lea and Austin,4
918,43.6710519,-96.2124869,Sanford Luverne Medical Center,4
756,43.6532195,-70.2751785,Maine Medical Center,1
862,43.6524998,-93.373062,Mayo Clinic Health System - Albert Lea and Austin,4
2161,43.6486326,-90.3450534,Gundersen St. Joseph's Hospital and Clinics,4
2250,43.6479359,-108.1995798,Hot Springs County Memorial Hospital,4
565,43.6394253,-113.2950802,Lost Rivers Medical Center,4
875,43.6390102,-94.4501817,Mayo Clinic Health System in Fairmont,4
784,43.6355505,-84.2608259,MidMichigan Medical Center-Midland,2
907,43.6341659,-94.1003768,United Hospital District,4
2178,43.631891,-88.74592,Waupun Memorial Hospital,4
951,43.62448,-95.004514,Sanford Jackson Medical Center,4
898,43.622317,-95.5988394,Sanford Worthington Medical Center,3
550,43.6132915,-116.2558421,Saint Alphonsus Regional Medical Center,2
838,43.6067553,-86.3643852,"Mercy Health, Lakeshore Campus",4
830,43.604415,-83.1812055,Hills & Dales General Hospital,4
1519,43.5882498,-119.0606027,Harney District Hospital,4
2112,43.5671155,-89.4663678,Divine Savior Healthcare,3
2176,43.5516755,-90.8884737,Vernon Memorial Healthcare,4
2171,43.5495779,-89.9930399,Reedsburg Area Medical Center,3
1583,43.5355194,-96.7432104,Sanford USD Medical Center,2
1582,43.533823,-96.7146753,Avera McKennan Hospital and University Health Center,2
841,43.5273608,-82.7339385,Deckerville Community Hospital,4
2118,43.4810866,-89.7320341,SSM Health St. Clare Hospital-Baraboo,3
2236,43.4806285,-110.750683,St. John's Medical Center and Living Center,3
552,43.4701735,-111.9914279,Eastern Idaho Regional Medical Center,2
831,43.4641547,-85.9501429,Spectrum Health Gerber Memorial,4
769,43.4284033,-83.956069,Covenant Healthcare,2
805,43.4251073,-83.9391536,Ascension St. Mary's of Michigan,2
540,43.4238889,-96.1715386,Sanford Rock Rapids Medical Center,4
837,43.423398,-82.8329304,McKenzie Health System,4
1597,43.4172935,-103.4799902,Fall River Hospital,5
519,43.4103403,-95.7422072,Osceola Community Hospital,4
493,43.4095751,-94.8337105,Avera Holy Family Hospital,4
1601,43.3996484,-97.9910469,Avera St. Benedict Health Center,5
813,43.3906048,-84.6634414,MidMichigan Medical Center-Gratiot,3
1617,43.3846703,-98.8360118,Platte Health Center Avera,5
1487,43.3835039,-124.2329295,Bay Area Hospital,3
469,43.3826179,-95.1288898,Lakes Regional Healthcare,4
533,43.3812411,-92.1178696,Regional Health Services of Howard County,4
1607,43.3702806,-99.8474932,Winner Regional Healthcare Center,4
2126,43.3558241,-88.1949663,St. Joseph's Hospital,3
1595,43.3478165,-97.4312619,Freeman Regional Health Services,5
827,43.3324786,-83.0814308,Marlette Regional Hospital,4
1625,43.3248937,-98.3463545,Douglas County Memorial Hospital,5
2114,43.3236103,-87.9283538,Aurora Medical Center Grafton,3
2181,43.322528,-89.035324,"Columbus Community Hospital, Inc.",4
2148,43.3171105,-88.3632378,Aurora Medical Center in Washington County,3
1620,43.303305,-96.554477,Sanford Canton-Inwood Medical Center,5
490,43.2948131,-91.7737515,Winneshiek Medical Center,4
511,43.2895168,-92.8083311,Mitchell County Regional Health Center,4
2147,43.2869338,-89.75325,Sauk Prairie Healthcare,3
522,43.2683425,-91.4730295,Veterans Memorial Hospital,4
2100,43.2565785,-87.9261886,Columbia St Mary's - Ozaukee Campus,3
1485,43.2416862,-123.3668392,Mercy Medical Center,3
1596,43.230369,-99.435783,Avera Gregory Hospital,5
797,43.2217349,-86.2429655,Mercy Health Hackley Campus,2
1247,43.2132323,-70.8742397,Wentworth-Douglass Hospital,3
810,43.2055638,-86.2088215,"Mercy Health, Mercy Campus",2
516,43.2027987,-96.2836026,Hegg Health Center Avera,4
2122,43.2000754,-88.6963745,Watertown Regional Medical Center,3
1243,43.1975246,-71.5619313,Concord Hospital,2
518,43.187126,-95.8464428,Sanford Sheldon Medical Center,4
1618,43.1821097,-99.2941225,Community Memorial Hospital,5
1503,43.1794883,-124.1794258,Coquille Valley Hospital,4
1624,43.175328,-97.0839656,Pioneer Memorial Hospital and Health Services,5
816,43.174682,-85.2694986,Spectrum Health United Hospital,4
1621,43.169163,-101.7266636,Bennett County Hospital and Nursing Home,5
2097,43.1640128,-88.1384415,Community Memorial Hospital,3
438,43.1500243,-93.2165482,MercyOne North Iowa Medical Center,2
455,43.149637,-95.1433697,Spencer Hospital,4
1603,43.1491086,-97.7290673,Landmann-Jungman Memorial Hospital Avera,5
2153,43.1333699,-90.7081806,Gundersen Boscobel Area Hospital and Clinics,4
1283,43.1218634,-77.6255539,Strong Memorial Hospital of the University of Rochester,1
465,43.1198738,-94.6910562,Palo Alto County Health System,4
1521,43.1124712,-124.4020616,Southern Coos Hospital and Health Center,3
2106,43.1000762,-88.486853,Oconomowoc Memorial Hospital,3
484,43.0982377,-93.8080765,Hancock County Health System,4
541,43.0887574,-95.6235351,MercyOne Primghar Medical Center,4
1318,43.0820061,-75.2663642,St. Elizabeth Medical Center,2
1612,43.0782973,-98.3017391,Wagner Community Memorial Hospital Avera,5
2080,43.0763217,-89.4318955,University Hospital,1
2087,43.0743635,-87.9765372,Ascension Southeast Wisconsin Hospital - St. Joseph's Campus,4
534,43.068417,-96.1581668,Sioux Center Health,4
2084,43.0660369,-89.4019315,UnityPoint Health Meriter,3
2123,43.0656747,-88.4674576,Aurora Medical Center Summit,2
1245,43.0648113,-70.7902541,Portsmouth Regional Hospital,2
796,43.0627611,-83.3205647,McLaren Lapeer Region,2
536,43.0626357,-92.3226258,MercyOne New Hampton Medical Center,4
2083,43.061232,-87.8805689,Columbia St Mary's - Milwaukee Campus,4
2082,43.059354,-89.400976,SSM Health St. Mary's Hospital,3
2102,43.059284,-88.1546673,Ascension Southeast Wisconsin Hospital - Elmbrook Campus,4
478,43.0565304,-94.2257591,Kossuth Regional Health Center,4
487,43.051743,-92.685034,Floyd County Medical Center,4
817,43.050803,-86.2290226,North Ottawa Community Hospital,4
2170,43.0446665,-91.1375509,Crossing Rivers Health Medical Center,4
2096,43.0426642,-87.9275222,Aurora Sinai Medical Center,4
1286,43.0422979,-76.1395979,Upstate University Hospital,1
2089,43.0420044,-88.0253493,Children's Hospital of Wisconsin,0
2081,43.0408461,-88.0242958,Froedtert and the Medical College of Wisconsin Froedtert Hospital,1
2234,43.034754,-108.418676,SageWest Health Care at Riverton,4
774,43.0217956,-83.7053418,Hurley Medical Center,1
777,43.0144035,-83.7323601,McLaren Flint,3
2093,43.0110667,-88.2422822,Waukesha Memorial Hospital,3
2090,43.0013586,-88.0234228,Aurora West Allis Medical Center,4
535,42.998442,-96.4799443,Hawarden Regional Healthcare,4
510,42.9946175,-96.0449321,Orange City Area Health System,4
836,42.9933739,-84.5550922,Sparrow Clinton Hospital,4
1605,42.9915181,-97.8675433,St. Michael's Hospital Avera,5
1241,42.991178,-71.4746693,Catholic Medical Center,3
2079,42.989578,-87.950789,Aurora St. Luke's Medical Center,3
806,42.9869446,-82.4297392,McLaren Port Huron,3
2107,42.9856117,-87.9355419,Ascension Southeast Wisconsin Hospital - St. Francis Campus,4
1242,42.9845062,-71.4382915,Elliot Hospital,2
759,42.969485,-85.6649995,Spectrum Health - Butterworth Hospital,1
798,42.969485,-85.6649995,Helen DeVos Children's Hospital,0
525,42.9687772,-91.8096546,Gundersen Palmer Lutheran Hospital and Clinics,4
791,42.9581324,-85.6623188,Mercy Health Saint Mary's,2
2131,42.9517344,-90.1295273,Upland Hills Health,4
2091,42.9366222,-87.851791,Aurora St. Luke's South Shore,4
1280,42.9258562,-78.8317819,Erie County Medical Center,1
2149,42.920316,-89.2113541,Stoughton Hospital Association,4
1319,42.9006514,-78.8656561,KALEIDA Health,0
778,42.8918217,-83.6383299,Ascension Genesys Hospital,2
1219,42.8791337,-100.5381328,Cherry County Hospital,4
1248,42.8769037,-71.3166064,Parkland Medical Center,3
553,42.8739657,-112.4211813,Portneuf Medical Center,2
1585,42.8732829,-97.4077838,Avera Sacred Heart Hospital,3
2140,42.8600366,-87.9541568,Ascension Southeast Wisconsin Hospital - Franklin Campus,4
2194,42.8600366,-87.9541568,Ascension Southeast Wisconsin Hospital - Franklin Campus,4
492,42.8600074,-91.415252,MercyOne Elkader Medical Center,4
799,42.8575238,-85.7188058,Metro Health - University of Michigan Health,2
2233,42.8484899,-106.3082646,Wyoming Medical Center,2
473,42.846632,-92.109287,Community Memorial Hospital,4
528,42.8452592,-93.6122034,Iowa Specialty Hospital-Belmond,4
2163,42.8438395,-90.7088165,Grant Regional Health Center,4
2255,42.840792,-106.22635,Mountain View Regional Hospital,4
2183,42.833992,-89.0439894,Edgerton Hospital and Health Services,4
1201,42.8229311,-103.0145423,Chadron Community Hospital and Health Services,4
822,42.8205543,-85.9879712,Spectrum Health Zeeland Community Hospital,3
2240,42.8205069,-108.7267758,SageWest Health Care at Riverton,3
745,42.8144692,-70.8910535,Anna Jaques Hospital,3
1202,42.8123274,-102.1996887,Gordon Memorial Health Services,4
503,42.796123,-96.1555839,Floyd Valley Healthcare,4
495,42.78584,-91.099187,Guttenberg Municipal Hospital,4
821,42.7850301,-82.4812406,Ascension River District Hospital,4
1606,42.7790665,-96.9193173,Sanford Vermillion Medical Center,5
803,42.7749746,-86.1143432,Holland Hospital,3
488,42.7593414,-95.5481112,Cherokee Regional Medical Center,4
2247,42.758913,-105.3807271,Memorial Hospital of Converse County,4
1246,42.7564074,-71.4620781,Southern New Hampshire Medical Center,3
2254,42.7531948,-104.4454308,Niobrara Health and Life Center,4
1244,42.7493836,-71.4803099,St. Joseph Hospital,3
477,42.743645,-93.185346,Franklin General Hospital,4
548,42.743645,-93.185346,Franklin General Hospital,4
515,42.7409897,-94.6778971,Pocahontas Community Hospital,4
763,42.7341494,-84.5351867,Sparrow Hospital,1
530,42.7318263,-94.2302018,Humboldt County Memorial Hospital,4
2088,42.7317886,-87.8264831,Ascension All Saints,3
739,42.7278007,-71.1683232,Holy Family Hospital,0
523,42.7228654,-92.4822861,Waverly Health Center,4
489,42.7212739,-93.7335643,Iowa Specialty Hospital-Clarion,4
2154,42.7195987,-90.4581331,Southwest Health,4
2256,42.7172497,-110.9306388,Star Valley Medical Center,4
744,42.7097784,-71.1501351,Lawrence General Hospital,3
785,42.703705,-84.5551416,McLaren Greater Lansing,3
1320,42.695726,-74.9233609,Bassett Medical Center,2
2113,42.6878014,-89.0334048,Mercyhealth Hospital and Trauma Center - Janesville,2
2156,42.6837494,-90.1104491,Memorial Hospital of Lafayette County,4
789,42.6796677,-83.1494443,Ascension Crittenton Hospital Medical Center,3
458,42.675448,-91.9022154,MercyOne Oelwein Medical Center,4
2136,42.672694,-88.281381,Aurora Medical Center Burlington,3
2142,42.6689907,-88.97739,SSM Health St. Mary's Hospital Janesville,3
2132,42.6612269,-88.496108,Aurora Lakeland Medical Center,3
1285,42.6532233,-73.7764219,Albany Medical Center,1
734,42.647737,-71.3422768,Lowell General Hospital,3
471,42.6445048,-95.220777,Buena Vista Regional Medical Center,4
812,42.6385262,-83.2908175,McLaren Oakland,2
768,42.6182284,-83.0926592,Beaumont Hospital - Troy,2
773,42.6149,-82.9606,Henry Ford Macomb Hospitals,2
771,42.6142543,-83.2760239,St. Joseph Mercy Oakland,2
2121,42.6087203,-89.6347267,Monroe Clinic,4
2186,42.5981917,-88.5397642,Mercyhealth Hospital and Medical Center - Walworth,3
790,42.5872771,-82.8972013,McLaren Macomb,2
2129,42.5774946,-87.8204123,Froedtert South - Kenosha Medical Center,3
2128,42.5699478,-87.9354718,Aurora Medical Center Kenosha,3
2111,42.5645438,-87.9244408,Froedtert South - St. Catherine's Medical Center,1
738,42.5641759,-70.8757597,Beverly Hospital,3
2116,42.5486756,-89.0082232,Beloit Health System,3
1210,42.5449107,-99.8505354,Brown County Hospital,4
802,42.5378661,-83.4068119,Henry Ford West Bloomfield Hospital,3
459,42.5336466,-92.4580897,MercyOne Cedar Falls Medical Center,4
1224,42.5289011,-98.9828158,West Holt Medical Services,4
442,42.5266507,-92.3395639,UnityPoint Health - Allen Hospital,3
829,42.5195749,-85.8563903,Allegan General Hospital,4
448,42.5194638,-96.4059744,UnityPoint Health - St. Lukes's Sioux City,3
760,42.5147113,-83.1917212,Beaumont Hospital - Royal Oak,1
742,42.510776,-70.907117,North Shore Medical Center,3
779,42.5058045,-83.0054187,Ascension Macomb-Oakland Hospital,3
499,42.500945,-93.2608546,Hansen Family Hospital,4
452,42.4962806,-90.6859143,UnityPoint Health - Finley Hospital,3
445,42.4956386,-96.4009146,MercyOne Siouxland Medical Center,2
839,42.4949634,-84.6587832,Eaton Rapids Medial Center,4
811,42.4940492,-83.0870525,"St. John Macomb-Oakland Hospital, Madison Heights",4
447,42.492721,-90.6750809,Mercy Medical Center-Dubuque,2
444,42.4924492,-94.1933805,UnityPoint Health - Trinity Regional Medical Center,2
794,42.4887203,-83.5195144,"Providence - Providence Park Hospital, Novi Campus",2
504,42.4849041,-91.4667845,Regional Medical Center,4
740,42.4842553,-71.2040969,"Lahey Hospital & Medical Center, Burlington",2
531,42.4756465,-91.1306548,Mercy Medical Center-Dyersville,4
498,42.4700362,-91.8746008,Buchanan County Health Center,4
1212,42.4658835,-97.9171564,Avera Creighton Hospital,4
446,42.4610567,-92.3460308,MercyOne Waterloo Medical Center,3
1206,42.4607391,-98.6503474,Avera St. Anthony's Hospital,4
741,42.459655,-73.249344,Berkshire Medical Center,3
764,42.4579777,-83.2052537,"Ascension of Providence Hospital, Southfield Campus",2
524,42.4525471,-93.8122129,Van Diest Medical Center,4
783,42.4463654,-83.3235459,Beaumont Hospital - Farmington Hills,2
1488,42.4211806,-123.3426466,Asante Three Rivers Medical Center,4
765,42.4193456,-82.9145161,Ascension St. John Hospital,1
776,42.4191069,-83.182279,DMC - Sinai-Grace Hospital,2
517,42.4187654,-94.9794962,Loring Hospital,4
1516,42.4113159,-124.4185069,Curry General Hospital,4
787,42.3943459,-83.4043441,St. Mary Mercy Hospital,2
792,42.3844125,-82.9146893,Beaumont Hospital - Grosse Pointe,3
610,42.3781918,-87.8325227,Vista Medical Center East,2
762,42.3678016,-83.0854662,Henry Ford Hospital,1
728,42.3631542,-71.0688334,Massachusetts General Hospital,1
546,42.3588585,-92.7649719,Grundy County Memorial Hospital,4
475,42.3588585,-92.7649719,Grundy County Memorial Hospital,4
793,42.3533835,-83.0556941,DMC - Detroit Receiving Hospital,1
795,42.352155,-83.0543358,DMC - Children's Hospital of Michigan,0
737,42.349512,-71.063308,Tufts Medical Center,1
731,42.3398798,-71.1045583,Beth Israel Deaconess Medical Center,1
1486,42.3395579,-122.8626204,Providence Medford Medical Center,3
497,42.3386574,-95.4594755,Horn Memorial Hospital,4
735,42.3372442,-71.1054666,Boston Children's Hospital,0
729,42.3362036,-71.1067408,Brigham and Women's Hospital,1
733,42.33489,-71.0735518,Boston Medical Center,1
808,42.3321567,-83.3147183,Garden City Hospital,3
800,42.3311452,-85.1784962,Bronson Battle Creek Hospital,1
1481,42.3174845,-122.8311596,Asante Rogue Regional Medical Center,2
616,42.3171347,-88.2788518,Northwestern Medicine McHenry,2
560,42.3162779,-111.3002455,Bear Lake Memorial Hospital,4
781,42.3073855,-85.5602363,Ascension Borgess Hospital,2
582,42.2983388,-89.0994064,MercyHealth Hospital - Rockton Avenue,1
766,42.2902892,-83.2144294,Beaumont Hospital - Dearborn,2
775,42.2855115,-85.580433,Bronson Methodist Hospital,1
782,42.2843702,-83.7277628,Michigan Medicine,0
761,42.2837936,-83.7293882,Michigan Medicine,1
732,42.2753066,-71.7626132,UMass Memorial Medical Center,1
599,42.2746585,-87.9519053,Advocate Condell Medical Center,1
819,42.2735551,-84.9570575,Oaklawn Hospital,3
807,42.273419,-83.3646896,"Beaumont Hospital, Wayne",3
605,42.2695614,-89.007775,OSF Saint Anthony Medical Center,1
502,42.2667693,-94.7452069,Stewart Memorial Community Hospital,4
586,42.265978,-89.0738954,SwedishAmerican - A Division of UW Health,2
767,42.2650021,-83.6558552,St. Joseph Mercy Ann Arbor,1
624,42.2564901,-87.8656264,Northwestern Medicine Lake Forest Hospital,2
1491,42.252901,-121.7850162,Sky Lakes Medical Center,3
770,42.2508449,-84.3927443,Henry Ford Allegiance Health,2
804,42.2335313,-83.2696685,Beaumont Hospital - Taylor,4
828,42.2212668,-85.8969802,Bronson LakeView Hospital,4
780,42.2104816,-83.146884,Henry Ford Wyandotte Hospital,3
1500,42.206032,-122.7250341,Asante Ashland Community Hospital,4
613,42.1956043,-88.1732048,Advocate Good Shepherd Hospital,2
620,42.1904064,-87.8074344,NorthShore University Health System,2
566,42.1893136,-112.2502487,Nell J. Redfield Memorial Hospital,4
826,42.185041,-86.25006,"Lakeland Hospital, Watervliet",4
1508,42.1811057,-120.3525652,Lake District Hospital,4
622,42.1780903,-88.3996337,Northwestern Medicine Huntley,2
736,42.1756735,-70.9541558,South Shore Hospital,2
520,42.1735528,-92.0123981,Virginia Gay Hospital,4
1541,42.1345666,-80.0864975,UPMC Hamot,2
730,42.1217226,-72.6031123,Baystate Medical Center,1
801,42.1170433,-83.2137412,Beaumont Hospital - Trenton,2
1200,42.116521,-102.8697302,Box Butte General Hospital,4
1313,42.1142391,-75.9583893,United Health Services Hospitals-Binghamton,2
479,42.11293,-91.2881255,UnityPoint Health - Jones Regional Medical Center,4
743,42.0978285,-71.0615518,Good Samaritan Medical Center,3
614,42.0923898,-87.8548491,NorthShore Glenbrook Hospital,2
788,42.0886172,-86.4783353,Spectrum Health Lakeland,3
2251,42.0828261,-104.1936148,Community Hospital,5
505,42.0727304,-90.6738209,Jackson County Regional Health Center,4
603,42.0713523,-88.3308103,Advocate Sherman Hospital,2
574,42.0681926,-87.9924834,Northwest Community Hospital,2
587,42.0655769,-87.6848701,NorthShore University Health System,1
451,42.0564248,-94.8660363,St. Anthony Regional Hospital,4
623,42.0563891,-87.7407971,NorthShore Skokie Hospital,2
483,42.056078,-93.8770969,Boone County Hospital,4
591,42.0529739,-88.1410337,AMITA Health Hoffman Estates,2
2252,42.049908,-104.9606981,Platte County Memorial Hospital,5
549,42.04851,-92.906614,UnityPoint Health - Marshalltown,3
461,42.04851,-92.906614,UnityPoint Health - Marshalltown,3
572,42.0384783,-87.847611,Advocate Lutheran General Hospital,1
611,42.0353454,-88.3258582,AMITA Health Saint Joseph Hospital,2
1197,42.0347712,-97.4529737,Faith Regional Health Services,3
441,42.0328049,-93.6118077,Mary Greeley Medical Center,3
509,42.0253229,-96.1057313,Burgess Health Center,4
609,42.0246449,-87.6839608,AMITA Health Saint Francis Hospital Evanston,1
491,42.0243513,-95.3781695,Crawford County Memorial Hospital,4
500,42.0159506,-94.3889936,Greene County Medical Center,4
537,42.0050087,-93.4371311,Story County Medical Center,4
580,42.0035312,-88.0166191,AMITA Health Elk Grove Village,2
433,41.9853036,-91.6604322,UnityPoint Health - St. Luke's Hospital,3
1551,41.9803903,-76.5199915,Guthrie Robert Packer Hospital,2
437,41.9780945,-91.6557271,Mercy Medical Center - Cedar Rapids,3
581,41.9367723,-87.6511754,Advocate Illinois Masonic Medical Center,1
809,41.925249,-83.3889053,ProMedica Monroe Regional Hospital,3
619,41.9152811,-88.0570138,Adventist Medical Center GlenOaks,2
604,41.910205,-87.8418095,Gottlieb Memorial Hospital,2
538,41.9075047,-95.0645863,Manning Regional Healthcare Center,4
585,41.8962222,-87.6218345,Ann & Robert H. Lurie Children's Hospital of Chicago,0
567,41.8946256,-87.6209858,Northwestern Memorial Hospital,1
1194,41.8866872,-103.6642038,Regional West Medical Center,2
617,41.8862845,-88.3435451,Northwestern Medicine Delnor Hospital,2
583,41.873562,-88.1556693,Northwestern Medicine Central DuPage Hospital,2
578,41.8725404,-87.6734576,John H. Stroger Jr. Hospital of Cook County,1
602,41.8640197,-87.9358675,Elmhurst Hospital,2
590,41.8608332,-87.6947356,Mount Sinai Hospital,1
573,41.8600176,-87.8333511,Loyola University Medical Center,1
1207,41.8431902,-96.7060899,St. Francis Memorial Hospital,4
1227,41.8345524,-96.4609494,MercyOne Oakland Medical Center,4
514,41.833395,-94.0929868,Dallas County Hospital,4
584,41.8321425,-87.7917155,MacNeal Hospital,2
820,41.8279225,-86.2606319,"Lakeland Hospital, Niles",4
543,41.8263283,-90.5472032,"Genesis Medical Center, DeWitt",4
597,41.8183565,-88.0083625,Advocate Good Samaritan Hospital,1
1565,41.8125228,-71.4075328,Rhode Island Hospital,1
601,41.8056094,-87.9206935,Adventist Medical Center - Hinsdale,2
506,41.8020676,-92.0734907,Compass Memorial Healthcare,4
608,41.7967451,-87.8863882,Adventist Medical Center La Grange,2
1561,41.7935977,-76.7943615,Guthrie Troy Community Hospital,4
1564,41.7935977,-76.7943615,Guthrie Troy Community Hospital,4
570,41.7901847,-87.6045849,Comer Children's Hospital,0
2244,41.7898032,-110.5413779,South Lincoln Medical Center,5
568,41.7883128,-87.6045656,University of Chicago Medical Center,1
2249,41.7869238,-107.2617788,Memorial Hospital of Carbon County,4
596,41.7859518,-88.3256347,AMITA Health Mercy Medical Center,2
1966,41.7757651,-111.821316,Cache Valley Hospital,4
337,41.7738454,-72.699088,Saint Francis Hospital and Medical Center,2
251,41.7736588,-124.1942469,Sutter Coast Hospital,4
588,41.7606589,-88.1534222,Edward Hospital,2
336,41.7545616,-72.6792339,Hartford Hospital,1
345,41.7537542,-72.6818204,Connecticut Children's Medical Center,0
1954,41.7533008,-111.8212486,Logan Regional Hospital,3
462,41.7427063,-92.7343079,UnityPoint Health - Grinnell Regional Medical Center,3
607,41.7286117,-88.2708374,Rush-Copley Medical Center,2
569,41.721808,-87.7326182,Advocate Christ Medical Center,1
258,41.7193201,-122.6456943,Fairchild Medical Center,4
1973,41.7188444,-112.181747,Bear River Valley Hospital,4
1315,41.7177866,-73.9282781,MidHudson Regional Hospital of Westchester Medical Center,2
481,41.7153416,-94.9377707,Audubon County Memorial Hospital and Clinics,4
463,41.7034206,-93.0509917,MercyOne Newton Medical Center,4
1306,41.6935566,-73.9356147,Vassar Brothers Medical Center,2
547,41.6837887,-94.4935775,Guthrie County Hospital,4
476,41.6837887,-94.4935775,Guthrie County Hospital,4
633,41.6836909,-86.2519755,Memorial Hospital of South Bend,2
621,41.6807968,-88.0847329,Adventist Medical Center Bolingbrook,2
1327,41.6730403,-83.5949906,ProMedica Toledo Hospital,1
1335,41.6686144,-83.5429045,Mercy St. Vincent Medical Center,1
439,41.6641482,-91.5285792,MercyOne Iowa City Medical Center,2
1215,41.6617695,-103.0922538,Morrill County Community Hospital,4
431,41.6581162,-91.5488115,University of Iowa Hospitals and Clinics,1
496,41.6468113,-95.3269685,Myrtue Medical Center,4
1343,41.6349413,-83.4856595,Mercy Health -  St. Charles Hospital,3
1348,41.6166904,-83.6158441,The University of Toledo Medical Center,1
443,41.616506,-93.6421497,Broadlawns Medical Center,4
1228,41.6027507,-98.9419134,Valley County Health System,4
440,41.6021918,-93.6097994,UnityPoint Health-Iowa Lutheran Hospital,4
630,41.5994155,-87.3577499,Methodist Hospitals,3
432,41.5986713,-93.6228884,Mercy Medical Center-Des Moines,2
449,41.5973559,-93.7897093,MercyOne West Des Moines Medical Center,4
457,41.5964416,-93.7952775,UnityPoint Health-Iowa Lutheran Hospital,4
434,41.589149,-93.6338247,UnityPoint Health - Iowa Methodist Medical Center,1
2242,41.5847931,-109.2357623,Memorial Hospital of Sweetwater County,3
1558,41.5767454,-75.26012,Wayne Memorial Hospital,4
1563,41.5767454,-75.26012,Wayne Memorial Hospital,4
456,41.5660801,-90.5198013,UnityPoint Health - Trinity Bettendorf,4
507,41.5628229,-95.8856796,CHI Health Missouri Valley,4
341,41.5591127,-73.0598526,Waterbury Hospital,2
346,41.5529483,-73.0368663,Saint Mary's Hospital,2
1214,41.5513944,-96.1447071,Memorial Community Hospital and Health System,4
594,41.5444716,-87.9828584,Silver Cross Hospital,2
344,41.5432439,-72.0889953,The William W. Backus Hospital,2
436,41.5416972,-90.5565222,"Genesis Medical Center, Davenport",3
575,41.5279269,-88.1360016,AMITA Health Saint Joseph Medical Center,2
1337,41.5190462,-81.4356017,Hillcrest Hospital,2
1357,41.5089294,-81.1888754,University Hospitals Geauga Medical Center,3
1356,41.50629,-81.6069831,University Hospitals Cleveland Medical Center,0
1325,41.50629,-81.6069831,University Hospitals Cleveland Medical Center,1
1316,41.5035869,-74.0144017,St. Luke's Cornwall Hospital,3
600,41.4943265,-90.4185105,"Genesis Medical Center, Silvis",2
1961,41.4916089,-112.0241572,Brigham City Community Hospital,4
589,41.4826277,-90.5706604,UnityPoint Health - Trinity Rock Island,2
1328,41.4620067,-81.6975352,MetroHealth Medical Center,1
1199,41.453291,-97.3837256,Columbus Community Hospital,3
1340,41.4501194,-81.8238665,Cleveland Clinic Fairview Hospital,2
1358,41.4459948,-82.7101312,Firelands Regional Health System,3
1220,41.443934,-97.7326154,Genoa Medical Facilities,4
1303,41.4419177,-74.3680944,Orange Regional Medical Center,2
1359,41.4357599,-81.9437473,St. John Medical Center,3
466,41.4332299,-91.0544985,UnityPoint Health - Trinity Muscatine,4
513,41.4134489,-92.91151,Pella Regional Health Center,3
1211,41.4101613,-99.6317704,Jennie M. Melham Memorial Medical Center,4
339,41.4050857,-73.446289,Danbury Hospital,2
480,41.4012457,-94.9911102,Cass County Memorial Hospital,4
1552,41.4002057,-75.6460843,Geisinger-Community Medical Center,2
646,41.395763,-87.3675765,Franciscan Health Crown Point,3
